date,avg_temp,max_temp,min_temp,rain,feeling,schedule,top,bottom,outer,tip
2021-10-17,5.6,1.3,10.8,0,1,1,니트,기모바지,두꺼운코트,0
2021-10-18,9.6,2.8,16.1,5.6,1,1,니트,기모바지,두꺼운코트,우산
2021-10-19,10.9,7.1,15,4.4,1,0,맨투맨,기모바지,후드집업,우산
2021-10-20,9.5,4.6,15.8,0,3,1,니트,기모바지,후드집업,0
2021-10-21,9.8,4.9,16.2,0,1,1,니트,기모바지,후드집업,0
2021-10-22,10.8,5.2,17.2,0,3,1,맨투맨,기모바지,후드집업,0
2021-10-23,11.4,5.7,18.4,0,4,1,긴팔티,기모바지,후드집업,0
2021-10-24,11.4,6,18.1,0,3,0,긴팔티,기모바지,후드집업,0
2021-10-25,11.7,6.3,17.6,0,2,1,긴팔티,기모바지,후드집업,0
2021-10-26,13,7.7,19,0,4,1,긴팔티,기모바지,후드집업,0
2021-10-27,13.4,9.8,18.1,0,4,1,긴팔티,청바지,후드집업,0
2021-10-28,12.7,7.1,20,0,1,0,긴팔티,기모바지,후드집업,0
2021-10-29,14.6,10.5,20.6,0,4,1,긴팔티,기모바지,후드집업,0
2021-10-30,13.8,11,18,0,2,1,긴팔티,기모바지,후드집업,0
2021-10-31,14.1,9.2,20.3,0.7,2,0,반팔티,청바지,후드집업,우산
2021-11-01,12.9,10.3,16.9,0,3,0,긴팔티,청바지,후드집업,0
2021-11-02,11.5,7.9,16.9,0,5,0,긴팔티,기모바지,후드집업,0
2021-11-03,12.1,7.6,17.1,0,4,1,긴팔티,기모바지,후드집업,0
2021-11-04,12.1,8.4,16.3,0,0,1,긴팔티,기모바지,후드집업,0
2021-11-05,13,7.8,20.2,0,0,1,긴팔티,기모바지,후드집업,0
2021-11-06,14.1,8.8,21.3,0,1,0,반팔티,기모바지,후드집업,0
2021-11-07,15.3,9.7,21.3,0,3,0,반팔티,기모바지,바람막이,0
2021-11-08,8.6,4.5,15.5,25.7,2,0,긴팔티,기모바지,후드집업,우산
2021-11-09,4.9,3,6.5,2,1,0,후드티,청바지,패딩,우산
2021-11-10,4.2,0.7,7.7,0.3,4,1,니트,청바지,두꺼운코트,우산
2021-11-11,5.3,2.1,9.7,0,4,1,니트,청바지,두꺼운코트,0
2021-11-12,4.5,1.3,8.6,0,0,0,후드티,청바지,패딩,0
2021-11-13,7.3,0.5,13.4,0,2,1,니트,청바지,두꺼운코트,0
2021-11-14,11.3,7.8,16.4,0,0,1,니트,청바지,코트,0
2021-11-15,10.1,5.8,15.7,0,1,1,니트,청바지,코트,0
2021-11-16,8.5,4.4,13.6,0,1,0,후드티,청바지,후드집업,0
2021-11-17,7.5,2.7,12.5,0,1,0,후드티,청바지,패딩,0
2021-11-18,11.9,7.7,16.2,0,1,1,맨투맨,청바지,후드집업,0
2021-11-19,12.9,10.2,16.7,0,2,0,후드티,청바지,후드집업,0
2021-11-20,10.4,6.8,15.6,0,0,0,후드티,청바지,후드집업,0
2021-11-21,10.4,7.6,13.1,5.9,3,1,맨투맨,청바지,후드집업,우산
2021-11-22,2.7,-0.6,7.5,1.3,3,0,기모후드티,기모바지,패딩,우산
2021-11-23,-0.6,-3.7,2.3,0,1,1,맨투맨,기모바지,두꺼운코트,0
2021-11-24,4.1,-2.6,9.1,0,2,0,후드티,청바지,패딩,0
2021-11-25,5.7,2.6,9.9,0,1,0,후드티,청바지,패딩,0
2021-11-26,2.9,-0.5,7.2,0,3,1,맨투맨,기모바지,두꺼운코트,0
2021-11-27,3.4,-1.4,10.1,0,0,1,니트,청바지,두꺼운코트,0
2021-11-28,5.1,-1.3,12.4,0,1,1,맨투맨,청바지,두꺼운코트,0
2021-11-29,7.6,2.5,13.7,0,4,1,맨투맨,청바지,두꺼운코트,0
2021-11-30,5.7,0.7,8.9,27.2,2,1,맨투맨,청바지,두꺼운코트,우산
2021-12-01,-1.3,-3,1.5,0,2,1,맨투맨,기모바지,두꺼운코트,0
2021-12-02,1.3,-4.6,5,0.1,2,1,맨투맨,기모바지,두꺼운코트,우산
2021-12-03,1.9,-1.8,4.6,0.4,4,0,기모후드티,기모바지,패딩,우산
2021-12-04,1.4,-2.7,7,0,4,0,기모후드티,기모바지,패딩,0
2021-12-05,2.9,-2.3,9.6,0,1,1,맨투맨,기모바지,두꺼운코트,0
2021-12-06,5.4,-0.7,12.1,0,3,1,맨투맨,청바지,두꺼운코트,0
2021-12-07,6.8,2.6,13.3,0,0,0,후드티,청바지,패딩,0
2021-12-08,6.7,1.9,13.3,0,0,0,후드티,청바지,패딩,0
2021-12-09,6.5,2.7,9.7,0,3,0,후드티,청바지,패딩,0
2021-12-10,7,5.8,8.2,0.7,5,0,후드티,청바지,자켓,우산
2021-12-11,6,4.4,9.8,0,3,1,맨투맨,청바지,코트,0
2021-12-12,1.2,-3.8,5.1,0,2,0,기모후드티,기모바지,패딩,0
2021-12-13,-2.2,-5.9,1.9,0,3,0,기모후드티,기모바지,패딩,0
2021-12-14,3.7,-0.7,8.2,1.2,4,0,기모후드티,청바지,패딩,우산
2021-12-15,7.2,5.4,10,2.1,4,0,후드티,청바지,자켓,우산
2021-12-16,6.4,3.3,9.8,0,1,0,후드티,청바지,패딩,0
2021-12-17,-5.6,-10.1,3.2,0,3,1,맨투맨,기모바지,두꺼운코트,0
2021-12-18,-5.7,-11.2,-1.8,2.8,1,0,기모후드티,기모바지,패딩,우산
2021-12-19,-0.8,-5.8,4.2,0.2,0,0,기모후드티,기모바지,패딩,우산
2021-12-20,5.2,-0.9,11.1,0,1,1,맨투맨,청바지,두꺼운코트,0
2021-12-21,5.2,0.8,8.9,0,4,0,후드티,청바지,패딩,0
2021-12-22,2.2,-2.6,8.2,0,2,1,맨투맨,기모바지,두꺼운코트,0
2021-12-23,2.7,-1.5,8.3,0,4,0,기모후드티,기모바지,패딩,0
2021-12-24,-0.3,-7.3,3.2,0.2,1,1,니트,기모바지,두꺼운코트,우산
2021-12-25,-11.7,-14.4,-7.3,0,4,1,니트,기모바지,두꺼운코트,0
2021-12-26,-12.1,-15.5,-7.3,0,5,0,기모후드티,기모바지,패딩,0
2021-12-27,-7.6,-12.9,-3.9,0,2,0,기모후드티,기모바지,패딩,0
2021-12-28,-4.1,-8.5,-0.9,0,1,0,기모후드티,기모바지,패딩,0
2021-12-29,0.4,-3.8,5.9,0.2,3,1,맨투맨,기모바지,두꺼운코트,우산
2021-12-30,-3.9,-6.8,0.2,0,1,0,기모후드티,기모바지,패딩,0
2021-12-31,-6.7,-8.8,-3.9,0,3,1,맨투맨,기모바지,두꺼운코트,0
2022-01-01,-4.3,-10.2,2.3,0,4,1,맨투맨,기모바지,두꺼운코트,0
2022-01-02,-1.3,-5.2,3,0.3,0,1,맨투맨,기모바지,두꺼운코트,우산
2022-01-03,-1.9,-8,2.5,0,2,1,맨투맨,기모바지,두꺼운코트,0
2022-01-04,-2.5,-5.6,1,0,5,0,기모후드티,기모바지,패딩,0
2022-01-05,-2.8,-7.8,1.9,0,3,1,맨투맨,기모바지,두꺼운코트,0
2022-01-06,-2.2,-5.9,3.3,0,1,1,니트,기모바지,두꺼운코트,0
2022-01-07,-1.6,-5.9,4.5,0,4,0,기모후드티,기모바지,패딩,0
2022-01-08,0.3,-5,3.7,0,1,1,맨투맨,기모바지,두꺼운코트,0
2022-01-09,1.3,-1.2,5.6,0,3,0,기모후드티,기모바지,패딩,0
2022-01-10,0.5,-3.4,4.4,0.9,2,0,기모후드티,기모바지,패딩,우산
2022-01-11,-7.4,-10.3,0.3,0.2,3,1,맨투맨,기모바지,두꺼운코트,우산
2022-01-12,-7.7,-11.3,-3.4,0,5,0,기모후드티,기모바지,패딩,0
2022-01-13,-6.4,-8.9,-3.1,0,4,1,니트,기모바지,두꺼운코트,0
2022-01-14,-4.8,-10.1,1.3,0,4,0,기모후드티,기모바지,패딩,0
2022-01-15,-1,-5.3,1.8,0,3,1,맨투맨,기모바지,두꺼운코트,0
2022-01-16,-2,-7.2,2.4,0,0,1,맨투맨,기모바지,두꺼운코트,0
2022-01-17,-5.8,-9.2,0.1,0.5,0,1,맨투맨,기모바지,두꺼운코트,우산
2022-01-18,-5.6,-9.9,-0.7,0,0,0,기모후드티,기모바지,패딩,0
2022-01-19,-5.3,-7.7,-2.7,1.7,1,1,맨투맨,기모바지,두꺼운코트,우산
2022-01-20,-5,-9.8,0.9,0,3,1,니트,기모바지,두꺼운코트,0
2022-01-21,-2.7,-8.7,4.6,0,1,1,니트,기모바지,두꺼운코트,0
2022-01-22,0.3,-5,7.1,0,2,0,기모후드티,기모바지,패딩,0
2022-01-23,2,-0.6,6.7,0,2,1,맨투맨,기모바지,두꺼운코트,0
2022-01-24,4.6,1.3,8.4,0,4,1,맨투맨,청바지,두꺼운코트,0
2022-01-25,2.8,1.9,4.5,0.7,1,1,맨투맨,기모바지,두꺼운코트,우산
2022-01-26,1.3,-1.9,6.8,0,5,1,니트,기모바지,두꺼운코트,0
2022-01-27,-1.1,-4.6,4,0,3,0,기모후드티,기모바지,패딩,0
2022-01-28,-2.7,-5.9,2.1,0,3,0,기모후드티,기모바지,패딩,0
2022-01-29,-3.6,-7.2,0.9,0,4,0,기모후드티,기모바지,패딩,0
2022-01-30,-2.8,-8,2.4,0,4,1,맨투맨,기모바지,두꺼운코트,0
2022-01-31,-0.7,-6.8,4.8,1.2,5,0,기모후드티,기모바지,패딩,우산
2022-02-01,-1.3,-2.7,0.9,1.7,0,0,기모후드티,기모바지,패딩,우산
2022-02-02,-3.4,-6,0,0,1,0,기모후드티,기모바지,패딩,0
2022-02-03,-3.4,-6.9,0.4,0,0,1,니트,기모바지,두꺼운코트,0
2022-02-04,-5.2,-8.2,-0.7,0,1,0,기모후드티,기모바지,패딩,0
2022-02-05,-6.6,-9.7,-2,0,5,0,기모후드티,기모바지,패딩,0
2022-02-06,-3.9,-8.4,1.7,0,0,0,기모후드티,기모바지,패딩,0
2022-02-07,-2.5,-7.3,1.9,0,4,0,기모후드티,기모바지,패딩,0
2022-02-08,-0.1,-4.1,5.6,0,4,1,니트,기모바지,두꺼운코트,0
2022-02-09,1,-4.3,7.2,0,2,0,기모후드티,기모바지,패딩,0
2022-02-10,1.4,-3.2,6.7,0,2,1,니트,기모바지,두꺼운코트,0
2022-02-11,2.9,-2.6,8.8,0,4,0,기모후드티,기모바지,패딩,0
2022-02-12,4.8,-0.1,10.4,0,1,0,후드티,청바지,패딩,0
2022-02-13,4.8,1.6,9.5,0,3,1,니트,청바지,두꺼운코트,0
2022-02-14,2.5,-1.3,8.1,1.7,3,0,기모후드티,기모바지,패딩,우산
2022-02-15,-4.7,-7.7,-1.3,0,0,0,기모후드티,기모바지,패딩,0
2022-02-16,-7.3,-9.6,-4.1,0,1,1,니트,기모바지,두꺼운코트,0
2022-02-17,-6.2,-10.7,-0.5,0,3,1,니트,기모바지,두꺼운코트,0
2022-02-18,-1.2,-8,5.7,0,1,1,맨투맨,기모바지,두꺼운코트,0
2022-02-19,-1.7,-6.2,3.7,0.1,4,0,기모후드티,기모바지,패딩,우산
2022-02-20,-4.8,-8.4,-0.5,0,4,0,기모후드티,기모바지,패딩,0
2022-02-21,-3,-8.1,3.6,0.1,3,1,니트,기모바지,두꺼운코트,우산
2022-02-22,-4.5,-8,0.5,0,2,0,기모후드티,기모바지,패딩,0
2022-02-23,-5.6,-10,-0.6,0,1,0,기모후드티,기모바지,패딩,0
2022-02-24,-2.4,-8.5,3.7,0,1,1,니트,기모바지,두꺼운코트,0
2022-02-25,3,-3.6,8.4,0,0,1,니트,기모바지,두꺼운코트,0
2022-02-26,5.4,1,9.3,1.1,3,0,후드티,청바지,패딩,우산
2022-02-27,3.7,-1.6,9.1,0,0,0,기모후드티,청바지,패딩,0
2022-02-28,6.8,2.7,11.5,0,5,0,후드티,청바지,패딩,0
2022-03-01,5.8,0.3,9.7,2.3,2,0,후드티,청바지,패딩,우산
2022-03-02,3.5,-2.3,8.8,0,1,0,기모후드티,청바지,패딩,0
2022-03-03,5.8,0.9,12.4,0,1,1,니트,청바지,두꺼운코트,0
2022-03-04,6.9,0.6,14.6,0,4,0,후드티,청바지,패딩,0
2022-03-05,2.3,-0.7,6.7,0,3,1,니트,기모바지,두꺼운코트,0
2022-03-06,1.4,-3,6.8,0,1,0,기모후드티,기모바지,패딩,0
2022-03-07,2.8,-2.7,8.7,0,1,0,기모후드티,기모바지,패딩,0
2022-03-08,6,1.1,12.3,0,4,0,후드티,청바지,패딩,0
2022-03-09,7.1,1.7,14.8,0,3,1,니트,청바지,두꺼운코트,0
2022-03-10,9.3,4.2,15.8,0,3,0,후드티,청바지,후드집업,0
2022-03-11,11.2,5.1,18.4,0,3,1,니트,청바지,후드집업,0
2022-03-12,12.8,6.3,19.5,2.6,3,1,니트,청바지,후드집업,우산
2022-03-13,11.7,10.7,12.6,42.1,3,1,니트,청바지,후드집업,우산
2022-03-14,8.2,4.9,13.2,8.7,5,0,후드티,청바지,후드집업,우산
2022-03-15,7.2,2.3,13.3,0,2,0,후드티,청바지,패딩,0
2022-03-16,10.3,3.6,16.8,0,4,0,후드티,청바지,패딩,0
2022-03-17,10.7,7.8,15.1,1.2,4,1,니트,청바지,후드집업,우산
2022-03-18,7.5,5.5,9.6,0,4,0,후드티,청바지,자켓,0
2022-03-19,3.4,0.9,6.1,14.6,0,0,기모후드티,청바지,패딩,우산
2022-03-20,5.4,2.2,9.3,0,4,1,니트,청바지,두꺼운코트,0
2022-03-21,5,-0.3,10.9,0,1,0,후드티,청바지,패딩,0
2022-03-22,7.1,1.1,13.6,0,3,0,후드티,청바지,패딩,0
2022-03-23,6.2,4.9,8.2,0,4,0,후드티,청바지,자켓,0
2022-03-24,8.2,3.9,12.4,0,3,1,니트,청바지,두꺼운코트,0
2022-03-25,12,6.3,17.2,10.9,0,1,니트,청바지,후드집업,우산
2022-03-26,11.8,9.5,14.7,19.8,1,1,니트,청바지,후드집업,우산
2022-03-27,8.1,5,12.6,0,3,0,후드티,청바지,후드집업,0
2022-03-28,8.2,1.5,15.1,0,3,0,후드티,청바지,패딩,0
2022-03-29,9.7,3.3,15.6,0,0,1,니트,청바지,두꺼운코트,0
2022-03-30,10.8,5.9,15.7,0.4,2,1,니트,청바지,후드집업,우산
2022-03-31,10.9,7.6,14.7,0,0,0,후드티,청바지,후드집업,0
2022-04-01,9.2,4.5,14.9,0,0,0,후드티,청바지,후드집업,0
2022-04-02,8.2,3.7,14.2,0,1,1,니트,청바지,두꺼운코트,0
2022-04-03,9.6,3.5,17,0,2,1,니트,청바지,두꺼운코트,0
2022-04-04,10.3,5.1,16.4,0,1,0,후드티,청바지,후드집업,0
2022-04-05,10.3,4.9,15.8,0,0,1,니트,청바지,후드집업,0
2022-04-06,11.7,8,17,0,4,1,니트,청바지,후드집업,0
2022-04-07,10.9,7.4,15.7,0,4,0,후드티,청바지,후드집업,0
2022-04-08,12.9,5.1,20,0,2,0,긴팔티,청바지,후드집업,0
2022-04-09,17.8,12.4,24.2,0.5,1,0,긴팔티,면바지,바람막이,우산
2022-04-10,18.2,12.7,25.1,0,1,1,셔츠,슬랙스,바람막이,0
2022-04-11,19.6,13.4,26.6,0,1,0,긴팔티,면바지,바람막이,0
2022-04-12,19.3,15.9,26.4,0.5,2,0,긴팔티,면바지,바람막이,우산
2022-04-13,13.1,12,15.9,1.3,0,1,니트,슬랙스,후드집업,우산
2022-04-14,13.2,11.4,15.3,0,5,1,니트,슬랙스,후드집업,0
2022-04-15,13.3,7.5,19.3,0,3,0,긴팔티,면바지,후드집업,0
2022-04-16,13.2,7.1,20.2,0,4,0,긴팔티,면바지,후드집업,0
2022-04-17,14,7.2,21.9,0,4,0,긴팔티,면바지,후드집업,0
2022-04-18,15.2,11.4,21.6,0,2,1,셔츠,슬랙스,바람막이,0
2022-04-19,15.2,8.9,22.1,0,4,0,긴팔티,면바지,바람막이,0
2022-04-20,15.7,9.7,22.1,0,3,0,긴팔티,면바지,바람막이,0
2022-04-21,16.3,9.6,22.7,0,2,0,긴팔티,면바지,바람막이,0
2022-04-22,15,13.2,16.8,0,2,0,긴팔티,면바지,바람막이,0
2022-04-23,17.7,10.4,25.3,0,1,1,셔츠,슬랙스,바람막이,0
2022-04-24,18.5,15,24.5,0.3,4,0,긴팔티,면바지,바람막이,우산
2022-04-25,20,17,23.6,1.3,2,0,긴팔티,면바지,바람막이,우산
2022-04-26,21.9,17,28.7,1,0,0,긴팔티,면바지,겉옷없음,우산
2022-04-27,17.7,12.6,23.9,0,4,0,긴팔티,면바지,바람막이,0
2022-04-28,18.2,11.6,25.9,0,2,1,셔츠,슬랙스,바람막이,0
2022-04-29,13.4,10.7,16.5,15.5,3,1,니트,슬랙스,후드집업,우산
2022-04-30,13,10.5,17.8,0,2,0,긴팔티,면바지,후드집업,0
2022-05-01,13.4,7.9,19.2,0,5,1,니트,슬랙스,후드집업,0
2022-05-02,14.2,9.1,19.4,0,1,1,셔츠,슬랙스,후드집업,0
2022-05-03,14.8,9.1,20.8,0,1,0,긴팔티,면바지,후드집업,0
2022-05-04,17.8,10,25.2,0,1,1,셔츠,슬랙스,바람막이,0
2022-05-05,18.9,12.5,25.8,0,4,1,셔츠,슬랙스,바람막이,0
2022-05-06,19.6,13.7,25.6,0,5,1,셔츠,슬랙스,바람막이,0
2022-05-07,18.4,15.3,23.1,0.5,0,0,긴팔티,면바지,바람막이,우산
2022-05-08,15.3,11.7,18.2,2,4,1,셔츠,슬랙스,바람막이,우산
2022-05-09,17.9,11,25.3,0,1,0,긴팔티,면바지,바람막이,0
2022-05-10,19.9,13.6,26.3,0,0,1,셔츠,슬랙스,바람막이,0
2022-05-11,19.7,16.6,25.2,0,3,1,셔츠,슬랙스,바람막이,0
2022-05-12,20.9,14.1,28.1,0,4,1,셔츠,슬랙스,겉옷없음,0
2022-05-13,19.4,15,25.2,0,4,1,셔츠,슬랙스,바람막이,0
2022-05-14,15.7,11.9,20,0,5,1,셔츠,슬랙스,바람막이,0
2022-05-15,16.2,10.5,22.4,0,2,0,긴팔티,면바지,바람막이,0
2022-05-16,17.3,10.9,23.7,0,2,1,셔츠,슬랙스,바람막이,0
2022-05-17,20,13,27.4,0,1,1,셔츠,슬랙스,바람막이,0
2022-05-18,20,15.7,25.4,1.5,2,0,긴팔티,면바지,바람막이,우산
2022-05-19,19.9,16.1,24.2,0,2,1,셔츠,슬랙스,바람막이,0
2022-05-20,20.6,15.6,25.8,0,1,1,셔츠,슬랙스,겉옷없음,0
2022-05-21,20.1,16.1,26,0,4,1,셔츠,슬랙스,겉옷없음,0
2022-05-22,20.3,15.7,25.8,0,3,0,긴팔티,면바지,겉옷없음,0
2022-05-23,23,17.8,30.7,0,4,0,긴팔티,면바지,겉옷없음,0
2022-05-24,22.9,16.7,30.2,0,0,1,셔츠,슬랙스,겉옷없음,0
2022-05-25,21,16.7,26.7,3.5,0,1,셔츠,슬랙스,겉옷없음,우산
2022-05-26,18.7,14.1,23.5,0,2,0,긴팔티,면바지,바람막이,0
2022-05-27,20,16,25.6,0,1,1,셔츠,슬랙스,바람막이,0
2022-05-28,22.3,15,29.3,0,1,0,반팔티,면바지,겉옷없음,0
2022-05-29,23.1,19.3,29.7,0,4,1,반팔티,슬랙스,겉옷없음,0
2022-05-30,20.8,17.2,24.7,0,1,1,반팔티,슬랙스,겉옷없음,0
2022-05-31,20.7,14.2,27.2,0,2,0,반팔티,면바지,겉옷없음,0
2022-06-01,22.1,16.2,28.6,0,2,1,반팔티,슬랙스,겉옷없음,0
2022-06-02,21.5,17.1,26.9,0,5,0,반팔티,면바지,겉옷없음,0
2022-06-03,24.5,18.7,32.6,0,4,1,반팔티,슬랙스,겉옷없음,0
2022-06-04,25.6,20.3,29.7,0,2,1,반팔티,반바지,겉옷없음,0
2022-06-05,22.7,20.2,27,0,2,1,반팔티,슬랙스,겉옷없음,0
2022-06-06,19.7,16.7,24.5,4.3,4,1,반팔티,슬랙스,바람막이,우산
2022-06-07,20.6,15.1,25.1,0,3,1,반팔티,슬랙스,겉옷없음,0
2022-06-08,21.2,16.2,25.8,0,3,0,반팔티,면바지,겉옷없음,0
2022-06-09,20.9,18.5,24.5,2.6,2,0,반팔티,면바지,겉옷없음,우산
2022-06-10,20.9,17.2,26.6,1.2,2,0,반팔티,면바지,겉옷없음,우산
2022-06-11,24.6,17.7,32.7,0,3,0,반팔티,면바지,겉옷없음,0
2022-06-12,24.6,18.9,31.5,0,4,1,반팔티,슬랙스,겉옷없음,0
2022-06-13,23.6,19.6,29.2,18,3,0,반팔티,면바지,겉옷없음,우산
2022-06-14,21.5,17.7,27.1,0,0,1,반팔티,슬랙스,겉옷없음,0
2022-06-15,17.5,14.9,20.1,18.5,3,0,반팔티,면바지,바람막이,우산
2022-06-16,20.3,17.6,24.8,0.7,4,1,반팔티,슬랙스,겉옷없음,우산
2022-06-17,22.5,16.5,28.1,0,1,0,반팔티,면바지,겉옷없음,0
2022-06-18,23.3,22,25.1,0,1,1,반팔티,슬랙스,겉옷없음,0
2022-06-19,23.4,22.3,25.1,0,2,0,반팔티,면바지,겉옷없음,0
2022-06-20,25.2,22,29,0,4,1,반팔티,반바지,겉옷없음,0
2022-06-21,26.5,21.2,32.6,0,1,1,반팔티,반바지,겉옷없음,0
2022-06-22,25.9,21.9,31,0,3,0,반팔티,반바지,겉옷없음,0
2022-06-23,24.3,23.3,26.4,103,2,0,반팔티,면바지,겉옷없음,우산
2022-06-24,22.6,20.6,24.9,19.1,3,0,반팔티,면바지,겉옷없음,우산
2022-06-25,26,21.5,30.5,0,2,0,반팔티,반바지,겉옷없음,0
2022-06-26,26.5,24.8,28.1,0,3,0,반팔티,반바지,겉옷없음,0
2022-06-27,26.8,25.4,28.1,6.1,2,1,반팔티,반바지,겉옷없음,우산
2022-06-28,26.9,25.7,27.9,6.3,3,1,반팔티,반바지,겉옷없음,우산
2022-06-29,25.1,24.4,26.1,37.8,0,1,반팔티,반바지,겉옷없음,우산
2022-06-30,22.3,21.2,24.5,176.2,3,1,반팔티,슬랙스,겉옷없음,우산
2022-07-01,26.6,21.9,30.9,0,1,1,반팔티,반바지,겉옷없음,0
2022-07-02,28.8,24,33.8,0,1,1,반팔티,반바지,겉옷없음,0
2022-07-03,29.3,24.4,34.2,0,4,1,반팔티,반바지,겉옷없음,0
2022-07-04,29.3,26.4,32.6,0,2,1,반팔티,반바지,겉옷없음,0
2022-07-05,29.2,26.7,33.1,0,4,1,반팔티,반바지,겉옷없음,0
2022-07-06,29.5,26.2,33.3,16.1,4,1,반팔티,반바지,겉옷없음,우산
2022-07-07,28.2,26.4,31,0,3,1,반팔티,반바지,겉옷없음,0
2022-07-08,25.8,24,27.9,1.7,3,0,반팔티,반바지,겉옷없음,우산
2022-07-09,26.9,24,30.9,0.1,2,1,반팔티,반바지,겉옷없음,우산
2022-07-10,29.2,24.6,35.1,0,2,1,반팔티,반바지,겉옷없음,0
2022-07-11,27,24.7,30.6,9,0,0,반팔티,반바지,겉옷없음,우산
2022-07-12,26.8,23.2,29.4,0,3,1,반팔티,반바지,겉옷없음,0
2022-07-13,25,24,27.1,114.5,1,0,반팔티,반바지,겉옷없음,우산
2022-07-14,25.7,23.3,29.9,0.9,4,1,반팔티,반바지,겉옷없음,우산
2022-07-15,26,23,30.3,0,1,1,반팔티,반바지,겉옷없음,0
2022-07-16,24.8,23.2,28.2,34,3,1,반팔티,슬랙스,겉옷없음,우산
2022-07-17,25.5,22.5,29.7,0,4,0,반팔티,반바지,겉옷없음,0
2022-07-18,26.8,23.1,30.1,0,5,0,반팔티,반바지,겉옷없음,0
2022-07-19,27.4,24.3,31.1,0,1,1,반팔티,반바지,겉옷없음,0
2022-07-20,27.1,24.3,30.4,1.1,0,1,반팔티,반바지,겉옷없음,우산
2022-07-21,23.2,20.8,25.2,10.4,2,1,반팔티,슬랙스,겉옷없음,우산
2022-07-22,25.1,22.9,27.5,5.2,2,0,반팔티,반바지,겉옷없음,우산
2022-07-23,24.8,22.3,28,9.9,2,0,반팔티,면바지,겉옷없음,우산
2022-07-24,25,22,28.4,1.2,0,1,반팔티,반바지,겉옷없음,우산
2022-07-25,27.5,23.6,32,0,2,0,반팔티,반바지,겉옷없음,0
2022-07-26,28.9,24.4,33.1,0,4,0,반팔티,반바지,겉옷없음,0
2022-07-27,29.3,26.4,33.4,0,4,0,반팔티,반바지,겉옷없음,0
2022-07-28,29.7,25.1,34.4,0,1,0,반팔티,반바지,겉옷없음,0
2022-07-29,30.7,27.3,34.3,0,1,0,민소매,반바지,겉옷없음,0
2022-07-30,30.9,27.3,36.1,1,0,1,민소매,반바지,겉옷없음,우산
2022-07-31,27.2,25.4,29,47.2,3,1,반팔티,반바지,겉옷없음,우산
2022-08-01,28.6,25.4,32.4,30,1,1,반팔티,반바지,겉옷없음,우산
2022-08-02,26.8,25.5,28.5,33.5,4,0,반팔티,반바지,겉옷없음,우산
2022-08-03,27.1,25.2,30,51.1,1,0,반팔티,반바지,겉옷없음,우산
2022-08-04,28.9,26,32.9,0,2,1,반팔티,반바지,겉옷없음,0
2022-08-05,29.4,27,32.7,0,2,0,반팔티,반바지,겉옷없음,0
2022-08-06,28.7,27.4,30.3,13.6,1,0,반팔티,반바지,겉옷없음,우산
2022-08-07,28.9,27.2,31.7,0.9,4,0,반팔티,반바지,겉옷없음,우산
2022-08-08,26.8,,28.4,129.6,0,0,반팔티,반바지,겉옷없음,우산
2022-08-09,25.1,22,26.5,123.1,4,0,반팔티,반바지,겉옷없음,우산
2022-08-10,24.7,21.4,28.8,7.6,0,1,반팔티,슬랙스,겉옷없음,우산
2022-08-11,25,23.4,27.5,38.8,5,1,반팔티,반바지,겉옷없음,우산
2022-08-12,27,23,32.4,0,3,0,반팔티,반바지,겉옷없음,0
2022-08-13,25.8,24.7,27.5,4,4,0,반팔티,반바지,겉옷없음,우산
2022-08-14,27.6,24.5,31.5,3,2,0,반팔티,반바지,겉옷없음,우산
2022-08-15,28.1,26.6,29.8,0.9,2,0,반팔티,반바지,겉옷없음,우산
2022-08-16,26.7,24.1,30,0,1,1,반팔티,반바지,겉옷없음,0
2022-08-17,26,22.8,30.5,0,3,0,반팔티,반바지,겉옷없음,0
2022-08-18,25.6,22.4,29.8,0,1,0,반팔티,반바지,겉옷없음,0
2022-08-19,26,23.3,27.5,66.1,2,0,반팔티,반바지,겉옷없음,우산
2022-08-20,28.2,25.7,32,0,1,1,반팔티,반바지,겉옷없음,0
2022-08-21,28.1,24.7,32,0,3,0,반팔티,반바지,겉옷없음,0
2022-08-22,26.8,22.9,30.2,3.2,3,1,반팔티,반바지,겉옷없음,우산
2022-08-23,25.4,22.4,30.2,2.2,1,0,반팔티,반바지,겉옷없음,우산
2022-08-24,24.8,22.4,27.9,0,4,1,반팔티,슬랙스,겉옷없음,0
2022-08-25,22.2,21.1,24,1.6,1,0,반팔티,면바지,겉옷없음,우산
2022-08-26,23.8,19.9,28.4,0,0,0,반팔티,면바지,겉옷없음,0
2022-08-27,21.5,17.6,25.5,17.6,2,1,반팔티,슬랙스,겉옷없음,우산
2022-08-28,22.6,16.1,28.4,0,4,0,반팔티,면바지,겉옷없음,0
2022-08-29,21,19.5,22.5,2.2,2,0,반팔티,면바지,겉옷없음,우산
2022-08-30,19.1,17.9,20.3,35.8,4,1,반팔티,슬랙스,바람막이,우산
2022-08-31,21.7,19.6,24.9,0,3,0,반팔티,면바지,겉옷없음,0
2022-09-01,24,18.3,30.4,0,3,1,반팔티,슬랙스,겉옷없음,0
2022-09-02,24.7,20.3,29.8,0,1,0,반팔티,면바지,겉옷없음,0
2022-09-03,24.2,20.5,29.2,0,0,0,반팔티,면바지,겉옷없음,0
2022-09-04,22.3,19.8,24,33.8,5,0,반팔티,면바지,겉옷없음,우산
